Local time,Open,High,Low,Close,Volume
18.07.2025 09:58:00.000 GMT-0500,1.16464,1.16479,1.16462,1.16475,104700
18.07.2025 09:59:00.000 GMT-0500,1.16477,1.16479,1.16464,1.16478,87030
18.07.2025 10:00:00.000 GMT-0500,1.16478,1.16483,1.16461,1.16481,124380
18.07.2025 10:01:00.000 GMT-0500,1.16480,1.16485,1.16464,1.16482,108630
18.07.2025 10:02:00.000 GMT-0500,1.16483,1.16488,1.16466,1.16484,131820.01
18.07.2025 10:03:00.000 GMT-0500,1.16482,1.16494,1.16476,1.16491,117360
18.07.2025 10:04:00.000 GMT-0500,1.16488,1.16491,1.16470,1.16488,117500
18.07.2025 10:05:00.000 GMT-0500,1.16487,1.16493,1.16466,1.16492,98550
18.07.2025 10:06:00.000 GMT-0500,1.16490,1.16495,1.16463,1.16466,117040
18.07.2025 10:07:00.000 GMT-0500,1.16466,1.16483,1.16466,1.16475,61650
18.07.2025 10:08:00.000 GMT-0500,1.16474,1.16491,1.16472,1.16491,61650
18.07.2025 10:09:00.000 GMT-0500,1.16488,1.16500,1.16482,1.16494,63990
18.07.2025 10:10:00.000 GMT-0500,1.16494,1.16536,1.16494,1.16536,105320
18.07.2025 10:11:00.000 GMT-0500,1.16536,1.16550,1.16530,1.16544,73320
18.07.2025 10:12:00.000 GMT-0500,1.16542,1.16550,1.16532,1.16541,99580
18.07.2025 10:13:00.000 GMT-0500,1.16540,1.16544,1.16507,1.16509,99900
18.07.2025 10:14:00.000 GMT-0500,1.16506,1.16509,1.16484,1.16504,117450
18.07.2025 10:15:00.000 GMT-0500,1.16507,1.16530,1.16507,1.16530,108390
18.07.2025 10:16:00.000 GMT-0500,1.16530,1.16534,1.16506,1.16506,80190
18.07.2025 10:17:00.000 GMT-0500,1.16505,1.16534,1.16504,1.16531,129720
18.07.2025 10:18:00.000 GMT-0500,1.16532,1.16545,1.16530,1.16542,92340
18.07.2025 10:19:00.000 GMT-0500,1.16542,1.16550,1.16524,1.16529,111110
18.07.2025 10:20:00.000 GMT-0500,1.16530,1.16530,1.16512,1.16528,163500
18.07.2025 10:21:00.000 GMT-0500,1.16528,1.16540,1.16519,1.16537,109530
18.07.2025 10:22:00.000 GMT-0500,1.16538,1.16554,1.16538,1.16541,130640
18.07.2025 10:23:00.000 GMT-0500,1.16540,1.16548,1.16535,1.16544,91500
18.07.2025 10:24:00.000 GMT-0500,1.16545,1.16564,1.16544,1.16555,129160
18.07.2025 10:25:00.000 GMT-0500,1.16555,1.16555,1.16542,1.16545,126880
18.07.2025 10:26:00.000 GMT-0500,1.16543,1.16551,1.16538,1.16544,109710
18.07.2025 10:27:00.000 GMT-0500,1.16548,1.16564,1.16548,1.16563,71940
18.07.2025 10:28:00.000 GMT-0500,1.16563,1.16563,1.16551,1.16553,98120
18.07.2025 10:29:00.000 GMT-0500,1.16552,1.16557,1.16544,1.16548,124200
18.07.2025 10:30:00.000 GMT-0500,1.16548,1.16550,1.16530,1.16530,118350
18.07.2025 10:31:00.000 GMT-0500,1.16532,1.16551,1.16527,1.16550,76500
18.07.2025 10:32:00.000 GMT-0500,1.16549,1.16561,1.16549,1.16560,100220
18.07.2025 10:33:00.000 GMT-0500,1.16561,1.16568,1.16559,1.16565,31950
18.07.2025 10:34:00.000 GMT-0500,1.16563,1.16563,1.16547,1.16555,32160
18.07.2025 10:35:00.000 GMT-0500,1.16552,1.16566,1.16549,1.16566,72510
18.07.2025 10:36:00.000 GMT-0500,1.16564,1.16569,1.16554,1.16559,86580
18.07.2025 10:37:00.000 GMT-0500,1.16560,1.16576,1.16558,1.16567,57150
18.07.2025 10:38:00.000 GMT-0500,1.16567,1.16575,1.16563,1.16565,93960
18.07.2025 10:39:00.000 GMT-0500,1.16567,1.16570,1.16551,1.16551,75540
18.07.2025 10:40:00.000 GMT-0500,1.16549,1.16550,1.16539,1.16541,32600
18.07.2025 10:41:00.000 GMT-0500,1.16544,1.16546,1.16527,1.16529,107340
18.07.2025 10:42:00.000 GMT-0500,1.16528,1.16528,1.16512,1.16520,55800
18.07.2025 10:43:00.000 GMT-0500,1.16519,1.16527,1.16509,1.16510,42350
18.07.2025 10:44:00.000 GMT-0500,1.16504,1.16519,1.16500,1.16519,49740
18.07.2025 10:45:00.000 GMT-0500,1.16519,1.16535,1.16519,1.16535,31950
18.07.2025 10:46:00.000 GMT-0500,1.16534,1.16535,1.16508,1.16510,53370
18.07.2025 10:47:00.000 GMT-0500,1.16509,1.16511,1.16499,1.16506,35600
18.07.2025 10:48:00.000 GMT-0500,1.16506,1.16509,1.16486,1.16486,62600
18.07.2025 10:49:00.000 GMT-0500,1.16488,1.16488,1.16470,1.16482,70200
18.07.2025 10:50:00.000 GMT-0500,1.16483,1.16488,1.16476,1.16481,45450
18.07.2025 10:51:00.000 GMT-0500,1.16479,1.16484,1.16465,1.16465,39600
18.07.2025 10:52:00.000 GMT-0500,1.16465,1.16478,1.16465,1.16476,39600
18.07.2025 10:53:00.000 GMT-0500,1.16474,1.16479,1.16472,1.16477,26220
18.07.2025 10:54:00.000 GMT-0500,1.16478,1.16485,1.16471,1.16485,47340
18.07.2025 10:55:00.000 GMT-0500,1.16484,1.16484,1.16463,1.16471,66780
18.07.2025 10:56:00.000 GMT-0500,1.16469,1.16469,1.16452,1.16456,42210
18.07.2025 10:57:00.000 GMT-0500,1.16456,1.16456,1.16429,1.16438,102900
18.07.2025 10:58:00.000 GMT-0500,1.16437,1.16445,1.16427,1.16427,59850
18.07.2025 10:59:00.000 GMT-0500,1.16427,1.16448,1.16427,1.16445,54220
18.07.2025 11:00:00.000 GMT-0500,1.16446,1.16450,1.16441,1.16449,36080
18.07.2025 11:01:00.000 GMT-0500,1.16453,1.16470,1.16448,1.16470,63500
18.07.2025 11:02:00.000 GMT-0500,1.16470,1.16487,1.16465,1.16466,92220
18.07.2025 11:03:00.000 GMT-0500,1.16466,1.16476,1.16463,1.16463,31400
18.07.2025 11:04:00.000 GMT-0500,1.16463,1.16465,1.16446,1.16449,44750
18.07.2025 11:05:00.000 GMT-0500,1.16451,1.16451,1.16439,1.16447,54900
18.07.2025 11:06:00.000 GMT-0500,1.16446,1.16462,1.16444,1.16455,84150
18.07.2025 11:07:00.000 GMT-0500,1.16458,1.16469,1.16458,1.16466,51750
18.07.2025 11:08:00.000 GMT-0500,1.16469,1.16471,1.16430,1.16431,54190
18.07.2025 11:09:00.000 GMT-0500,1.16432,1.16438,1.16426,1.16429,66690
18.07.2025 11:10:00.000 GMT-0500,1.16429,1.16440,1.16426,1.16439,28800
18.07.2025 11:11:00.000 GMT-0500,1.16439,1.16447,1.16431,1.16435,33750
18.07.2025 11:12:00.000 GMT-0500,1.16436,1.16439,1.16424,1.16424,56250
18.07.2025 11:13:00.000 GMT-0500,1.16425,1.16444,1.16425,1.16444,48960
18.07.2025 11:14:00.000 GMT-0500,1.16444,1.16444,1.16407,1.16407,78220
18.07.2025 11:15:00.000 GMT-0500,1.16408,1.16421,1.16408,1.16410,83870
18.07.2025 11:16:00.000 GMT-0500,1.16411,1.16411,1.16396,1.16400,72850
18.07.2025 11:17:00.000 GMT-0500,1.16401,1.16421,1.16401,1.16419,48600
18.07.2025 11:18:00.000 GMT-0500,1.16424,1.16425,1.16420,1.16422,37800
18.07.2025 11:19:00.000 GMT-0500,1.16423,1.16427,1.16419,1.16424,58500
18.07.2025 11:20:00.000 GMT-0500,1.16425,1.16440,1.16420,1.16425,59400
18.07.2025 11:21:00.000 GMT-0500,1.16423,1.16436,1.16405,1.16410,89550
18.07.2025 11:22:00.000 GMT-0500,1.16414,1.16414,1.16356,1.16361,277780
18.07.2025 11:23:00.000 GMT-0500,1.16361,1.16361,1.16323,1.16339,249440
18.07.2025 11:24:00.000 GMT-0500,1.16342,1.16347,1.16298,1.16307,265920.01
18.07.2025 11:25:00.000 GMT-0500,1.16309,1.16333,1.16307,1.16307,196860
18.07.2025 11:26:00.000 GMT-0500,1.16309,1.16309,1.16292,1.16304,152770
18.07.2025 11:27:00.000 GMT-0500,1.16304,1.16328,1.16299,1.16317,141420
18.07.2025 11:28:00.000 GMT-0500,1.16317,1.16328,1.16296,1.16328,96670
18.07.2025 11:29:00.000 GMT-0500,1.16328,1.16345,1.16314,1.16330,128070.01
18.07.2025 11:30:00.000 GMT-0500,1.16331,1.16365,1.16331,1.16360,127410
18.07.2025 11:31:00.000 GMT-0500,1.16358,1.16371,1.16354,1.16360,115800
18.07.2025 11:32:00.000 GMT-0500,1.16360,1.16370,1.16359,1.16366,44550
18.07.2025 11:33:00.000 GMT-0500,1.16364,1.16381,1.16364,1.16380,55260
18.07.2025 11:34:00.000 GMT-0500,1.16380,1.16381,1.16366,1.16370,21120
18.07.2025 11:35:00.000 GMT-0500,1.16370,1.16370,1.16356,1.16369,77100
18.07.2025 11:36:00.000 GMT-0500,1.16371,1.16375,1.16365,1.16368,34740
18.07.2025 11:37:00.000 GMT-0500,1.16370,1.16373,1.16365,1.16371,28950
18.07.2025 11:38:00.000 GMT-0500,1.16365,1.16368,1.16355,1.16366,65190
18.07.2025 11:39:00.000 GMT-0500,1.16367,1.16368,1.16360,1.16363,41400
18.07.2025 11:40:00.000 GMT-0500,1.16363,1.16363,1.16328,1.16332,88830
18.07.2025 11:41:00.000 GMT-0500,1.16333,1.16342,1.16308,1.16308,97650
18.07.2025 11:42:00.000 GMT-0500,1.16307,1.16324,1.16305,1.16306,102150
18.07.2025 11:43:00.000 GMT-0500,1.16308,1.16336,1.16308,1.16328,96540
18.07.2025 11:44:00.000 GMT-0500,1.16328,1.16338,1.16324,1.16336,72180
18.07.2025 11:45:00.000 GMT-0500,1.16334,1.16334,1.16309,1.16311,96180
18.07.2025 11:46:00.000 GMT-0500,1.16308,1.16309,1.16297,1.16301,88200
18.07.2025 11:47:00.000 GMT-0500,1.16301,1.16301,1.16293,1.16294,51480
18.07.2025 11:48:00.000 GMT-0500,1.16298,1.16300,1.16287,1.16296,54990
18.07.2025 11:49:00.000 GMT-0500,1.16297,1.16303,1.16294,1.16298,46350
18.07.2025 11:50:00.000 GMT-0500,1.16297,1.16299,1.16290,1.16290,21600
18.07.2025 11:51:00.000 GMT-0500,1.16285,1.16294,1.16262,1.16294,78780
18.07.2025 11:52:00.000 GMT-0500,1.16296,1.16298,1.16286,1.16290,68400
18.07.2025 11:53:00.000 GMT-0500,1.16292,1.16300,1.16288,1.16289,44790
18.07.2025 11:54:00.000 GMT-0500,1.16289,1.16289,1.16281,1.16288,25200
18.07.2025 11:55:00.000 GMT-0500,1.16289,1.16290,1.16280,1.16282,46590
18.07.2025 11:56:00.000 GMT-0500,1.16281,1.16288,1.16273,1.16284,41400
18.07.2025 11:57:00.000 GMT-0500,1.16283,1.16289,1.16276,1.16285,53190
18.07.2025 11:58:00.000 GMT-0500,1.16286,1.16286,1.16275,1.16275,43650
18.07.2025 11:59:00.000 GMT-0500,1.16276,1.16284,1.16274,1.16284,32400
18.07.2025 12:00:00.000 GMT-0500,1.16283,1.16283,1.16272,1.16274,36900
18.07.2025 12:01:00.000 GMT-0500,1.16273,1.16282,1.16269,1.16278,73800
18.07.2025 12:02:00.000 GMT-0500,1.16275,1.16284,1.16264,1.16282,72950
18.07.2025 12:03:00.000 GMT-0500,1.16281,1.16295,1.16281,1.16295,74520
18.07.2025 12:04:00.000 GMT-0500,1.16294,1.16294,1.16283,1.16286,59940
18.07.2025 12:05:00.000 GMT-0500,1.16287,1.16295,1.16287,1.16294,72900
18.07.2025 12:06:00.000 GMT-0500,1.16294,1.16296,1.16280,1.16281,60750
18.07.2025 12:07:00.000 GMT-0500,1.16280,1.16287,1.16277,1.16285,47700
18.07.2025 12:08:00.000 GMT-0500,1.16287,1.16296,1.16286,1.16290,44100
18.07.2025 12:09:00.000 GMT-0500,1.16291,1.16291,1.16279,1.16281,33300
18.07.2025 12:10:00.000 GMT-0500,1.16279,1.16280,1.16274,1.16275,40500
18.07.2025 12:11:00.000 GMT-0500,1.16274,1.16278,1.16274,1.16275,25650
18.07.2025 12:12:00.000 GMT-0500,1.16278,1.16281,1.16268,1.16270,37350
18.07.2025 12:13:00.000 GMT-0500,1.16269,1.16275,1.16265,1.16265,39600
18.07.2025 12:14:00.000 GMT-0500,1.16265,1.16267,1.16247,1.16250,55800
18.07.2025 12:15:00.000 GMT-0500,1.16251,1.16262,1.16251,1.16252,35310
18.07.2025 12:16:00.000 GMT-0500,1.16251,1.16272,1.16251,1.16271,19350
18.07.2025 12:17:00.000 GMT-0500,1.16271,1.16272,1.16256,1.16256,41400
18.07.2025 12:18:00.000 GMT-0500,1.16257,1.16266,1.16255,1.16265,22620
18.07.2025 12:19:00.000 GMT-0500,1.16266,1.16270,1.16259,1.16260,27540
18.07.2025 12:20:00.000 GMT-0500,1.16261,1.16262,1.16254,1.16261,20520
18.07.2025 12:21:00.000 GMT-0500,1.16259,1.16259,1.16246,1.16256,40500
18.07.2025 12:22:00.000 GMT-0500,1.16255,1.16256,1.16233,1.16238,33300
18.07.2025 12:23:00.000 GMT-0500,1.16242,1.16242,1.16225,1.16228,38700
18.07.2025 12:24:00.000 GMT-0500,1.16229,1.16249,1.16226,1.16247,35100
18.07.2025 12:25:00.000 GMT-0500,1.16249,1.16249,1.16235,1.16238,29790
18.07.2025 12:26:00.000 GMT-0500,1.16238,1.16246,1.16238,1.16246,14490
18.07.2025 12:27:00.000 GMT-0500,1.16249,1.16255,1.16232,1.16233,57770
18.07.2025 12:28:00.000 GMT-0500,1.16232,1.16232,1.16219,1.16230,56450
18.07.2025 12:29:00.000 GMT-0500,1.16233,1.16241,1.16229,1.16234,110700
18.07.2025 12:30:00.000 GMT-0500,1.16236,1.16240,1.16223,1.16226,69050
18.07.2025 12:31:00.000 GMT-0500,1.16225,1.16236,1.16215,1.16216,76580
18.07.2025 12:32:00.000 GMT-0500,1.16216,1.16222,1.16203,1.16216,82840
18.07.2025 12:33:00.000 GMT-0500,1.16217,1.16237,1.16204,1.16210,69240
18.07.2025 12:34:00.000 GMT-0500,1.16210,1.16214,1.16208,1.16214,11750
18.07.2025 12:35:00.000 GMT-0500,1.16216,1.16224,1.16216,1.16221,24750
18.07.2025 12:36:00.000 GMT-0500,1.16219,1.16219,1.16203,1.16205,38800
18.07.2025 12:37:00.000 GMT-0500,1.16207,1.16207,1.16179,1.16179,86800
18.07.2025 12:38:00.000 GMT-0500,1.16180,1.16195,1.16178,1.16184,45890
18.07.2025 12:39:00.000 GMT-0500,1.16186,1.16198,1.16177,1.16193,52290
18.07.2025 12:40:00.000 GMT-0500,1.16194,1.16205,1.16194,1.16194,42450
18.07.2025 12:41:00.000 GMT-0500,1.16198,1.16201,1.16192,1.16199,23740
18.07.2025 12:42:00.000 GMT-0500,1.16198,1.16203,1.16196,1.16202,31750
18.07.2025 12:43:00.000 GMT-0500,1.16200,1.16217,1.16200,1.16215,18950
18.07.2025 12:44:00.000 GMT-0500,1.16219,1.16219,1.16210,1.16217,45740
18.07.2025 12:45:00.000 GMT-0500,1.16219,1.16225,1.16215,1.16219,22500
18.07.2025 12:46:00.000 GMT-0500,1.16217,1.16217,1.16204,1.16209,20300
18.07.2025 12:47:00.000 GMT-0500,1.16208,1.16212,1.16206,1.16209,26650
18.07.2025 12:48:00.000 GMT-0500,1.16209,1.16224,1.16206,1.16224,48680
18.07.2025 12:49:00.000 GMT-0500,1.16225,1.16228,1.16221,1.16228,40350
18.07.2025 12:50:00.000 GMT-0500,1.16228,1.16248,1.16228,1.16246,73850
18.07.2025 12:51:00.000 GMT-0500,1.16245,1.16253,1.16245,1.16246,25850
18.07.2025 12:52:00.000 GMT-0500,1.16245,1.16254,1.16245,1.16251,25350
18.07.2025 12:53:00.000 GMT-0500,1.16252,1.16256,1.16250,1.16256,22520
18.07.2025 12:54:00.000 GMT-0500,1.16257,1.16259,1.16256,1.16258,37250
18.07.2025 12:55:00.000 GMT-0500,1.16256,1.16272,1.16256,1.16269,22530
18.07.2025 12:56:00.000 GMT-0500,1.16267,1.16268,1.16260,1.16266,33980
18.07.2025 12:57:00.000 GMT-0500,1.16268,1.16274,1.16261,1.16264,53350
18.07.2025 12:58:00.000 GMT-0500,1.16263,1.16265,1.16259,1.16263,63120
18.07.2025 12:59:00.000 GMT-0500,1.16265,1.16271,1.16261,1.16267,56290
18.07.2025 13:00:00.000 GMT-0500,1.16269,1.16280,1.16268,1.16275,35400
18.07.2025 13:01:00.000 GMT-0500,1.16275,1.16275,1.16266,1.16267,96650
18.07.2025 13:02:00.000 GMT-0500,1.16268,1.16272,1.16266,1.16268,37100
18.07.2025 13:03:00.000 GMT-0500,1.16266,1.16276,1.16264,1.16276,96840
18.07.2025 13:04:00.000 GMT-0500,1.16275,1.16278,1.16266,1.16267,32600
18.07.2025 13:05:00.000 GMT-0500,1.16266,1.16266,1.16250,1.16250,22500
18.07.2025 13:06:00.000 GMT-0500,1.16248,1.16251,1.16242,1.16249,17640
18.07.2025 13:07:00.000 GMT-0500,1.16254,1.16263,1.16254,1.16263,8100
18.07.2025 13:08:00.000 GMT-0500,1.16264,1.16266,1.16249,1.16249,29750
18.07.2025 13:09:00.000 GMT-0500,1.16251,1.16251,1.16240,1.16240,18000
18.07.2025 13:10:00.000 GMT-0500,1.16245,1.16245,1.16240,1.16242,14000
18.07.2025 13:11:00.000 GMT-0500,1.16242,1.16242,1.16234,1.16239,9510
18.07.2025 13:12:00.000 GMT-0500,1.16237,1.16240,1.16224,1.16224,64830
18.07.2025 13:13:00.000 GMT-0500,1.16224,1.16226,1.16218,1.16226,14400
18.07.2025 13:14:00.000 GMT-0500,1.16229,1.16229,1.16224,1.16226,22770
18.07.2025 13:15:00.000 GMT-0500,1.16228,1.16231,1.16225,1.16228,15840
18.07.2025 13:16:00.000 GMT-0500,1.16227,1.16229,1.16220,1.16222,46130
18.07.2025 13:17:00.000 GMT-0500,1.16221,1.16221,1.16212,1.16220,42210
18.07.2025 13:18:00.000 GMT-0500,1.16223,1.16226,1.16218,1.16221,37410
18.07.2025 13:19:00.000 GMT-0500,1.16220,1.16227,1.16219,1.16227,11010
18.07.2025 13:20:00.000 GMT-0500,1.16225,1.16230,1.16225,1.16226,21150
18.07.2025 13:21:00.000 GMT-0500,1.16230,1.16230,1.16225,1.16225,24750
18.07.2025 13:22:00.000 GMT-0500,1.16227,1.16232,1.16224,1.16226,17100
18.07.2025 13:23:00.000 GMT-0500,1.16228,1.16232,1.16222,1.16228,35150
18.07.2025 13:24:00.000 GMT-0500,1.16229,1.16233,1.16225,1.16226,19350
18.07.2025 13:25:00.000 GMT-0500,1.16226,1.16239,1.16224,1.16236,31470
18.07.2025 13:26:00.000 GMT-0500,1.16235,1.16235,1.16225,1.16225,41040
18.07.2025 13:27:00.000 GMT-0500,1.16224,1.16245,1.16221,1.16241,33660
18.07.2025 13:28:00.000 GMT-0500,1.16242,1.16243,1.16229,1.16231,25200
18.07.2025 13:29:00.000 GMT-0500,1.16229,1.16239,1.16226,1.16238,37490
18.07.2025 13:30:00.000 GMT-0500,1.16240,1.16240,1.16224,1.16228,29700
18.07.2025 13:31:00.000 GMT-0500,1.16228,1.16238,1.16225,1.16232,33750
18.07.2025 13:32:00.000 GMT-0500,1.16234,1.16237,1.16230,1.16231,26100
18.07.2025 13:33:00.000 GMT-0500,1.16234,1.16234,1.16218,1.16228,41600
18.07.2025 13:34:00.000 GMT-0500,1.16230,1.16233,1.16226,1.16230,54100
18.07.2025 13:35:00.000 GMT-0500,1.16231,1.16232,1.16215,1.16215,54900
18.07.2025 13:36:00.000 GMT-0500,1.16218,1.16222,1.16209,1.16209,18900
18.07.2025 13:37:00.000 GMT-0500,1.16209,1.16214,1.16207,1.16214,17100
18.07.2025 13:38:00.000 GMT-0500,1.16212,1.16212,1.16202,1.16208,25200
18.07.2025 13:39:00.000 GMT-0500,1.16207,1.16212,1.16207,1.16208,13590
18.07.2025 13:40:00.000 GMT-0500,1.16206,1.16206,1.16193,1.16195,28000
18.07.2025 13:41:00.000 GMT-0500,1.16196,1.16201,1.16193,1.16201,15300
18.07.2025 13:42:00.000 GMT-0500,1.16199,1.16199,1.16193,1.16198,11700
18.07.2025 13:43:00.000 GMT-0500,1.16195,1.16202,1.16193,1.16200,35580
18.07.2025 13:44:00.000 GMT-0500,1.16204,1.16208,1.16204,1.16207,32850
18.07.2025 13:45:00.000 GMT-0500,1.16206,1.16206,1.16200,1.16201,12780
18.07.2025 13:46:00.000 GMT-0500,1.16202,1.16215,1.16202,1.16214,28860
18.07.2025 13:47:00.000 GMT-0500,1.16214,1.16222,1.16212,1.16220,27240
18.07.2025 13:48:00.000 GMT-0500,1.16219,1.16224,1.16218,1.16222,20430
18.07.2025 13:49:00.000 GMT-0500,1.16221,1.16232,1.16216,1.16232,32990
18.07.2025 13:50:00.000 GMT-0500,1.16233,1.16233,1.16227,1.16230,55300
18.07.2025 13:51:00.000 GMT-0500,1.16232,1.16234,1.16226,1.16229,19790
18.07.2025 13:52:00.000 GMT-0500,1.16228,1.16229,1.16215,1.16218,23850
18.07.2025 13:53:00.000 GMT-0500,1.16215,1.16226,1.16215,1.16226,18000
18.07.2025 13:54:00.000 GMT-0500,1.16225,1.16225,1.16216,1.16225,23250
18.07.2025 13:55:00.000 GMT-0500,1.16224,1.16226,1.16210,1.16212,22950
18.07.2025 13:56:00.000 GMT-0500,1.16215,1.16218,1.16213,1.16215,11700
18.07.2025 13:57:00.000 GMT-0500,1.16214,1.16223,1.16205,1.16223,38750
18.07.2025 13:58:00.000 GMT-0500,1.16223,1.16226,1.16220,1.16220,19800
18.07.2025 13:59:00.000 GMT-0500,1.16221,1.16228,1.16216,1.16216,45900
18.07.2025 14:00:00.000 GMT-0500,1.16217,1.16222,1.16216,1.16218,29700
18.07.2025 14:01:00.000 GMT-0500,1.16217,1.16220,1.16215,1.16218,12600
18.07.2025 14:02:00.000 GMT-0500,1.16221,1.16223,1.16199,1.16199,35770
18.07.2025 14:03:00.000 GMT-0500,1.16201,1.16204,1.16200,1.16203,16200
18.07.2025 14:04:00.000 GMT-0500,1.16204,1.16205,1.16192,1.16192,26100
18.07.2025 14:05:00.000 GMT-0500,1.16195,1.16197,1.16192,1.16192,15300
18.07.2025 14:06:00.000 GMT-0500,1.16196,1.16198,1.16196,1.16196,9450
18.07.2025 14:07:00.000 GMT-0500,1.16193,1.16194,1.16188,1.16189,21650
18.07.2025 14:08:00.000 GMT-0500,1.16190,1.16193,1.16190,1.16193,10890
18.07.2025 14:09:00.000 GMT-0500,1.16195,1.16199,1.16195,1.16197,9000
18.07.2025 14:10:00.000 GMT-0500,1.16198,1.16198,1.16190,1.16190,15300
18.07.2025 14:11:00.000 GMT-0500,1.16188,1.16197,1.16179,1.16182,49680
18.07.2025 14:12:00.000 GMT-0500,1.16182,1.16183,1.16176,1.16179,21600
18.07.2025 14:13:00.000 GMT-0500,1.16178,1.16191,1.16174,1.16189,50400
18.07.2025 14:14:00.000 GMT-0500,1.16188,1.16188,1.16174,1.16185,74620
18.07.2025 14:15:00.000 GMT-0500,1.16184,1.16190,1.16180,1.16190,23540
18.07.2025 14:16:00.000 GMT-0500,1.16189,1.16192,1.16187,1.16191,12600
18.07.2025 14:17:00.000 GMT-0500,1.16190,1.16195,1.16187,1.16195,27950
18.07.2025 14:18:00.000 GMT-0500,1.16194,1.16196,1.16183,1.16189,31500
18.07.2025 14:19:00.000 GMT-0500,1.16187,1.16196,1.16186,1.16193,26100
18.07.2025 14:20:00.000 GMT-0500,1.16192,1.16194,1.16183,1.16183,31500
18.07.2025 14:21:00.000 GMT-0500,1.16182,1.16184,1.16175,1.16182,20700
18.07.2025 14:22:00.000 GMT-0500,1.16183,1.16196,1.16183,1.16196,28400
18.07.2025 14:23:00.000 GMT-0500,1.16195,1.16198,1.16189,1.16190,18000
18.07.2025 14:24:00.000 GMT-0500,1.16189,1.16193,1.16185,1.16190,36140
18.07.2025 14:25:00.000 GMT-0500,1.16189,1.16190,1.16185,1.16185,18900
18.07.2025 14:26:00.000 GMT-0500,1.16187,1.16187,1.16182,1.16183,9950
18.07.2025 14:27:00.000 GMT-0500,1.16181,1.16183,1.16177,1.16180,13550
18.07.2025 14:28:00.000 GMT-0500,1.16179,1.16185,1.16179,1.16183,14400
18.07.2025 14:29:00.000 GMT-0500,1.16184,1.16185,1.16182,1.16184,16200
18.07.2025 14:30:00.000 GMT-0500,1.16183,1.16193,1.16183,1.16184,19080
18.07.2025 14:31:00.000 GMT-0500,1.16183,1.16184,1.16171,1.16177,36950
18.07.2025 14:32:00.000 GMT-0500,1.16177,1.16180,1.16174,1.16179,17100
18.07.2025 14:33:00.000 GMT-0500,1.16179,1.16184,1.16178,1.16182,19800
18.07.2025 14:34:00.000 GMT-0500,1.16184,1.16193,1.16184,1.16192,11160
18.07.2025 14:35:00.000 GMT-0500,1.16190,1.16194,1.16181,1.16183,22950
18.07.2025 14:36:00.000 GMT-0500,1.16184,1.16191,1.16184,1.16189,17100
18.07.2025 14:37:00.000 GMT-0500,1.16189,1.16196,1.16189,1.16196,10800
18.07.2025 14:38:00.000 GMT-0500,1.16196,1.16196,1.16191,1.16193,11700
18.07.2025 14:39:00.000 GMT-0500,1.16192,1.16193,1.16184,1.16185,24750
18.07.2025 14:40:00.000 GMT-0500,1.16185,1.16185,1.16181,1.16182,30600
18.07.2025 14:41:00.000 GMT-0500,1.16181,1.16184,1.16175,1.16177,51400
18.07.2025 14:42:00.000 GMT-0500,1.16176,1.16181,1.16176,1.16180,29800
18.07.2025 14:43:00.000 GMT-0500,1.16180,1.16185,1.16170,1.16181,45000
18.07.2025 14:44:00.000 GMT-0500,1.16180,1.16190,1.16180,1.16189,20700
18.07.2025 14:45:00.000 GMT-0500,1.16190,1.16190,1.16181,1.16189,36030
18.07.2025 14:46:00.000 GMT-0500,1.16187,1.16193,1.16185,1.16191,16590
18.07.2025 14:47:00.000 GMT-0500,1.16195,1.16200,1.16195,1.16199,21600
18.07.2025 14:48:00.000 GMT-0500,1.16200,1.16209,1.16182,1.16182,42350
18.07.2025 14:49:00.000 GMT-0500,1.16182,1.16191,1.16182,1.16190,24300
18.07.2025 14:50:00.000 GMT-0500,1.16192,1.16194,1.16186,1.16193,14660
18.07.2025 14:51:00.000 GMT-0500,1.16193,1.16193,1.16190,1.16193,2870
18.07.2025 14:52:00.000 GMT-0500,1.16193,1.16207,1.16193,1.16204,17100
18.07.2025 14:53:00.000 GMT-0500,1.16203,1.16209,1.16201,1.16207,8190
18.07.2025 14:54:00.000 GMT-0500,1.16207,1.16210,1.16207,1.16209,14940
18.07.2025 14:55:00.000 GMT-0500,1.16207,1.16207,1.16196,1.16202,45950
18.07.2025 14:56:00.000 GMT-0500,1.16205,1.16230,1.16204,1.16228,50070
18.07.2025 14:57:00.000 GMT-0500,1.16228,1.16229,1.16212,1.16212,23850
18.07.2025 14:58:00.000 GMT-0500,1.16216,1.16219,1.16212,1.16218,21240
18.07.2025 14:59:00.000 GMT-0500,1.16220,1.16226,1.16218,1.16223,27000
18.07.2025 15:00:00.000 GMT-0500,1.16219,1.16227,1.16216,1.16225,42920
18.07.2025 15:01:00.000 GMT-0500,1.16229,1.16239,1.16228,1.16238,31500
18.07.2025 15:02:00.000 GMT-0500,1.16239,1.16241,1.16237,1.16241,16200
18.07.2025 15:03:00.000 GMT-0500,1.16240,1.16241,1.16237,1.16241,9900
18.07.2025 15:04:00.000 GMT-0500,1.16243,1.16252,1.16243,1.16250,12690
18.07.2025 15:05:00.000 GMT-0500,1.16252,1.16259,1.16245,1.16253,20250
18.07.2025 15:06:00.000 GMT-0500,1.16252,1.16259,1.16250,1.16257,15750
18.07.2025 15:07:00.000 GMT-0500,1.16261,1.16263,1.16250,1.16251,17550
